id,saleprice
2378,153498.83092526125
1413,134237.99616701898
1722,244490.39575413216
1112,234667.3414138435
1623,177812.68115056583
1201,188830.78988482532
1513,114534.4156381493
957,232325.92383417394
1171,262891.4404958368
1145,186194.6441377444
2726,218159.71579476184
703,148213.02367926098
760,95339.5027355983
1964,139180.07524357524
2512,176178.8660462703
159,137659.9083550879
1281,162494.24592863716
468,159138.69912666816
290,120507.9089302828
665,116240.89475564948
1463,285937.01468058414
1792,201420.41502819897
923,124591.03017546603
500,282696.98427171947
1408,154781.4644676214
331,83285.21102934107
170,134583.00589521177
2192,93805.59121314823
2571,254546.62014854338
2314,153094.72006215053
2647,101807.69648585607
422,442074.6602292754
2457,355517.53500855196
1838,216406.46521525603
2805,261706.92880012197
1645,155500.71488824624
1711,329185.8219387658
2825,254491.63950607087
322,381674.2105166519
2103,298146.74247584376
342,119195.25567714544
600,103385.46332505628
488,181549.2431652686
1725,336920.3244896706
2246,256024.80272275824
2847,160900.34740344156
806,233337.02360251176
530,225503.1788409116
963,198206.7427698966
2678,87969.6491686489
171,97432.80088967427
2401,454445.63032260106
805,213513.40428453454
2259,223033.48709348563
1748,200718.74486287546
1361,123943.25077147747
1677,126558.09577518677
1406,144165.94689902425
2322,231473.32357846512
688,141468.39681872906
143,130398.537742984
804,199595.02789833097
1214,149715.55955584065
2828,170487.40641879966
1999,185939.03565446983
2467,186937.6859193154
2665,152842.6748623668
1538,303219.420818431
398,107515.39518017892
2822,131335.04188323056
2157,148591.77434574408
1856,166264.52612034403
1269,103647.27079928412
2570,116827.51545215755
2320,260429.5512573253
1517,119797.8883547681
2304,118490.52496324133
1312,107033.74455419282
2012,134072.7492145987
506,199226.3830689359
2865,173640.2188634724
2367,110128.05123447043
554,108683.7841353812
238,125993.021641087
1954,109388.16155575856
2488,155289.35892386272
2291,98476.18926424257
1969,118018.5381244361
2725,152274.48332213328
1482,144180.43202307675
2763,206196.01511762818
503,229894.05080358556
1584,254082.40267820875
1531,139874.2112927408
2210,153930.80589077176
459,334729.00661874475
556,126770.18154377546
1347,129352.94632668987
1290,89772.08872581668
1388,104540.28261584272
1571,173293.02075781906
2754,226960.5079713283
765,134635.968865924
2494,116984.43926854854
2870,189623.47008314813
7,219166.6373468214
1114,269247.845011054
2418,282095.2350932366
291,100138.91758247685
18,385322.715771023
39,369492.6232016376
1001,263379.5048706098
2442,225799.63496630633
616,122199.27278243678
2680,63653.113511721
1414,113437.75802833152
289,131211.8762982517
40,260688.0626586122
860,131427.58918282387
409,141717.68029729908
673,140436.39944252383
2427,192107.95806560272
2036,188719.00190232228
2564,135605.52319793787
642,137513.34542801595
1008,174152.66588753808
1908,143302.91959161955
2519,195676.4544832895
1369,107471.60590800761
2855,158912.68739673664
712,98862.2796884463
1943,101699.10317019807
1958,135268.60192585547
107,153686.29550551632
2295,182159.1147640067
704,89680.9310173128
676,127363.75141574309
259,178096.67452144786
93,254702.86898760477
106,225445.75513254228
2315,170563.51942771513
1050,116533.91648438312
1095,202640.2181119177
2709,134792.64982004315
758,136732.28512386646
1496,147520.08111915636
2370,126215.32203903083
2458,301720.58023241063
2733,131856.12448982484
161,303125.0326712821
726,155754.2661213099
845,214832.46694124583
947,231515.73460096016
2232,109131.23263652336
2563,123430.20436258415
2299,125403.03668382495
211,99235.30905572453
605,150550.17547165946
1478,221382.0537673168
2247,258581.01340958968
2274,151695.93260922527
2869,214296.34342844572
967,219818.4209171915
2656,110030.9492596906
667,206306.12871885806
1042,113432.28602374694
2023,152305.1038615715
2447,385623.0931707585
2055,126919.71530811484
2275,296523.38310427056
2204,166398.38107103857
1563,255527.267205612
483,233499.84022314678
796,147507.83850561036
1526,139563.31302145374
2042,164807.77541130653
442,356905.37105886155
1693,348589.92428953986
1468,208229.04681845944
1430,188775.63348029563
2605,175013.39667687338
1529,172203.94021867623
335,123576.26206562549
1287,127086.707249056
31,110866.23888654233
1785,319448.0345162885
82,168683.22553456022
2620,112664.8630794602
252,213093.76916981745
721,90922.94301649279
2165,202433.9204376872
2316,179355.63886384323
775,130619.96938585064
1558,107434.63765495455
17,208272.96575500575
1022,232535.75819254623
925,117441.46191197204
438,314652.1953445017
1270,138442.13249201188
1272,119418.52613729142
215,130820.32050907586
266,220795.3405112424
2402,289526.7871261948
1250,116914.8577128419
1984,114970.290645251
1279,123146.02465831893
377,239466.2867440453
1252,162380.17978486136
2156,256858.6817995936
499,297950.8490703697
1374,123998.35832019687
2898,205083.88588121915
401,103954.90608807976
2721,185965.60252813358
2078,255409.8337730016
2589,129197.88987936106
1946,216812.15409367238
1334,119498.02868738827
2781,246514.48072882628
431,421124.29566297005
576,195736.64820937093
1474,211383.85654709084
2254,136669.19247529667
2155,290609.04967377265
885,118622.57564254903
643,128357.88848343586
1944,125728.39116697256
480,195085.07700151487
2845,111873.96828679352
2387,353594.79197319556
2407,225351.77633972862
2527,173931.0482649524
2514,145668.29156400985
629,152466.93910574834
80,190172.18325809558
1876,134590.90642680973
1546,117674.88012267895
2518,173146.5933456661
2347,163429.74562245802
783,175859.33261204764
1322,68234.84038091476
194,89353.85401579019
1770,283408.7321655358
2143,144512.86649972855
1229,192054.83337809116
511,297816.43954174506
46,228864.06278682768
1348,167625.25674356456
2465,186010.5651731853
387,228988.4437559982
873,229859.03768620983
1918,111654.07514994527
2764,222571.2571356319
2184,114875.65356435868
934,136936.58014850577
1920,132832.68836837212
2631,134886.0195339894
1768,475824.91952140763
2040,113734.31819969276
1749,209299.38803904146
834,198557.13086476046
1457,242922.8683601786
79,123521.32497252121
2302,113858.73503983341
1817,138919.77340296796
2755,243607.06566513932
359,166681.69214765274
2059,117418.36632442854
2092,243571.52383011766
2516,249479.73334081357
150,106979.58673739168
1656,142682.32429246002
83,110841.86763593802
2411,199281.41242060467
795,82237.59009041205
2312,236541.80077280934
2917,94152.80966109593
1624,165055.71582499755
2215,262614.61497171974
1211,149355.459189156
1485,154895.85073959082
1024,188684.90944577727
570,204967.2606963229
2874,134094.63655299804
700,148340.68581497596
2756,213252.36371465938
2022,148559.25878846055
583,188537.32237741217
2392,406016.3577443696
2424,215407.32306714842
212,106624.68673331164
736,116243.16917656339
1610,148283.8045011028
890,134594.8108889792
467,186932.7428715054
578,207532.99381744707
1747,181231.85108271067
1149,171912.76184224332
2758,248927.1497084473
857,129249.03853654608
2219,254156.27675822302
733,118019.66865445145
2909,118207.01624158527
1798,291450.2208361041
235,126853.37519273584
2366,134787.36602997239
1027,121942.28720369576
1195,130397.52733715915
1303,62274.81189226259
148,166127.2290829093
608,144458.4772047291
2515,179906.0207495519
821,347032.252910982
2500,254537.61007642685
745,117958.79779820464
741,116735.0316652045
1611,117644.81174246795
2532,131509.00398627727
1081,233623.22890721797
1692,407685.3226831456
2520,180586.8904791237
276,119572.97903653029
1992,119231.2110310012
663,59691.06891650068
418,138808.3115587039
1733,159291.14466988217
2359,141828.86894550512
253,208785.5641187925
1518,159573.0101480563
2035,135416.63654235782
2919,82062.75211125825
1540,207453.67464645253
2120,149730.17764182357
1674,190662.44669923797
256,137995.86728020784
2361,102215.99831221798
978,92253.79245182154
2280,158387.40150500304
2095,225938.87123668496
1709,356572.07816080045
2801,224094.87874050293
1246,106398.45084740141
2373,112327.18010741493
1055,280308.06844965904
2017,115558.90125595666
1099,310374.0909302672
1344,99146.73876092157
835,147304.1586121711
1117,229580.86587237692
2043,101508.96177151642
2085,131025.72155834774
410,159500.11537792603
2650,112736.69694563803
2867,155757.6346277194
1668,115671.2171451583
1161,172951.8577426809
2122,179549.5815045011
2539,128912.66187046937
1047,140239.77883697097
1445,124402.83888537377
541,138385.81498380395
569,246451.6400243665
1276,123533.35928991863
918,138889.79441687104
326,187459.52282816355
1936,123625.55838707337
895,100273.34689015704
257,134913.15983651087
1241,164777.09107646137
1545,124371.73603616077
1189,170318.30025267578
270,144840.39295890948
2066,230033.34506293508
693,106360.96410046378
1259,141632.14741182677
2916,161898.88813723982
2321,296119.47415211715
1977,105110.08149363242
1895,165619.81540345756
1240,155906.74607955388
85,143862.32489183522
1823,111973.151351367
825,302152.8745225464
110,234275.42556620852
697,125063.92084925312
2297,104540.1605177656
1231,124844.71832101166
1355,126446.4166997465
968,383666.48941894853
584,208638.24016522386
1315,110480.04521452477
1606,138625.32085748902
206,120124.18639370971
1685,351210.00702758465
2016,131932.6762297726
869,190060.2936492381
2135,124946.72013023782
2346,160876.92514960442
2430,239597.90459192375
2198,99724.02777876465
2652,116892.24661943289
27,113367.4703389742
241,181972.50459655325
906,121619.12849095218
1506,99933.98471379373
2098,402359.92310239316
1435,212915.38965389796
2213,132485.35791162704
1274,125109.42764099463
743,65423.886959907075
1737,199609.14566730542
2797,258858.8242691726
2185,78867.64597523205
58,180710.5485015783
830,208531.62974650017
808,128534.25774029948
680,128445.7435644033
1153,113157.53562867938
1291,136357.3360082213
1818,143142.84218560037
2161,191710.58543417373
1883,122761.50380278013
350,344095.3587465649
2473,151826.2479623171
295,162486.75425957888
293,215484.3432406169
859,117401.76854639011
288,84471.44000853022
1578,160388.81020547295
102,184170.0728256256
2831,172645.0878931852
1030,170194.9678139241
2551,125157.38884510448
1286,158989.34217197902
958,328332.89767468814
776,117342.39957251324
72,219622.5548029634
2263,279004.19151135744
1866,146785.11281506298
2876,81968.06293276511
2146,258196.17090786455
103,167874.30813435948
1500,164608.5504658598
492,177959.78246576444
167,132460.64174260513
2597,116159.24688868114
2685,118519.37987436776
1035,145274.75022449493
1220,65879.84884510227
2602,141957.80331378215
2159,208685.25845553438
695,151702.46885776936
1109,206793.73806129154
640,159824.82169726654
1652,170015.3796991497
2090,168797.39320108292
1188,190295.5080149642
2345,232194.62976045255
1059,380334.9530625497
2751,231400.76157060414
128,196438.5176438336
1523,172825.51901526796
2925,151336.0057720681
2145,273238.65043928276
1121,224155.31480859968
566,261619.03902155644
565,212527.5879682349
1331,130943.99237019931
2928,121782.30559281682
156,133199.95164505494
797,156914.83025013396
327,102812.5547308193
2859,134744.78212344402
1453,107353.18504287343
1762,303254.06280941935
1868,223999.379158399
1760,177814.85686319656
1113,285573.8774646539
1812,175581.68538071675
117,145575.70613730553
1142,220508.26630118774
2342,379809.5158748527
927,131839.49920925262
2478,178565.6076485861
655,85935.84507842458
2064,122060.71117900037
369,244043.4581658039
2239,135540.7957681058
2732,210877.04724743002
1653,174227.27804796532
959,201865.7929218624
2395,348332.7189439023
1412,105072.98856405335
271,272683.2641661409
1484,145855.35239261104
1497,150274.9025967609
552,148623.20066756927
2,120503.90076416227
1855,264935.2695431977
4,262551.7588633909
2292,156823.92340559344
134,152570.28170331483
646,105935.10976430187
42,353986.5925770206
532,215754.8064219461
713,104722.32075679538
2561,130111.95030471179
2360,135926.79428762937
1333,123004.98687535593
1407,196528.88329589396
2892,259713.0048471878
574,217392.4553143321
1227,205070.96814732323
2591,219583.07371413597
1476,215652.5768687096
1125,336535.000140272
1446,137251.78278952878
408,113825.62656841456
1101,297007.04948616715
2251,206452.1965373928
373,188385.97378080947
2554,120983.39768642698
2382,280740.39182896836
1985,87419.1034101622
519,220320.7294825085
1093,201305.85803233366
864,257573.9586472538
2889,139583.08062450113
2308,151944.44403260478
986,130021.66754011095
1302,120347.86048739335
585,137061.67167936274
2708,147944.04966999614
147,130031.62826269417
1441,227970.45034359526
383,173018.23876000987
285,169118.94449483717
181,116083.853636523
358,158699.1208961916
780,166379.77135241163
258,202467.06260394424
1865,169247.9308696835
692,122019.790342744
2902,323850.93523774063
508,268202.6713725057
2638,118581.82135944472
36,161475.27512141966
611,167850.75725497876
2281,111179.60703792558
1678,138748.09411576868
1696,438408.39266932243
1557,83972.07761786378
2180,150443.33234755296
1726,243156.21641549625
951,137635.24654910585
267,238186.6753565078
2706,127596.83398691894
2221,216017.11985514656
1357,140559.21010339385
2901,318804.8384764387
347,187072.54305037588
2164,192172.14541133307
1586,318449.50415048964
360,184325.568235047
1769,207332.3759253497
2617,168932.51993536923
1879,148342.76676253756
991,213714.0721355654
1535,109788.2329904658
1191,146551.88103191782
1579,198165.82312367143
1882,137726.8851389252
1510,123072.30299776683
2196,126838.05727140936
1845,161372.83247853362
2336,397900.1141414551
942,97036.03185546852
861,134869.93996863763
2555,94200.96201622939
1392,151720.1357737807
2099,298402.00887596287
1543,129429.94494721454
948,249850.8807673209
1239,165202.76979422796
22,191506.45417132936
2796,231853.6515971987
2747,177625.67790180715
92,290657.1064646289
210,180228.8872365636
1858,210924.75510737984
2228,173699.24103706912
447,230442.63852912857
827,271731.6011926632
1649,238984.22577176412
682,130221.77554328897
2698,123079.587048622
494,176352.56467554116
214,92379.32699720708
2441,220849.86863728365
2679,115237.45352061337
1336,122916.7827931418
465,199670.95265613598
1524,122436.07484513962
2543,116278.24499783626
631,131376.29061868085
2452,301771.1238798526
228,149305.51220142384
126,145602.09389346605
1092,228975.66575170352
1122,213219.4216046063
932,175602.35686352465
1980,101814.94223140842
2171,122743.77170537517
551,149494.5728670306
2768,164465.05849584966
2056,119218.09715988835
1159,349306.9995623063
2645,118523.11038576532
1174,162172.4404025587
2266,205991.20407222866
2462,402123.3609273226
1219,141432.6642718773
2922,167219.5815257497
118,136248.99750768166
474,190083.74718759718
2576,148997.23336508728
872,288708.91911361215
1077,247629.23013558125
1536,141037.98766669753
1150,125163.50841655201
2341,287519.78481039323
1931,147074.83380441467
2785,124316.73114641332
2538,126491.11285998899
597,190711.68267732137
464,177468.05799170616
233,195742.52322753432
2169,123067.03550195426
2123,160001.17623368953
1867,166278.69947445343
137,243771.9065863873
515,216550.02261859007
933,122727.11588833686
2784,155243.1798605194
972,175331.13605004456
599,173229.33931579773
2614,118811.70508995316
2582,131432.32997088568
1409,165833.0853432967
175,99524.04731154686
352,197396.73517377715
976,100094.23311644503
2134,202997.2671798722
984,104997.32755789225
2396,357250.31860851095
1673,152175.97819529867
404,123612.25902907598
607,164758.50174058633
814,156909.087658434
868,182137.25553751973
2271,223619.58824874816
1633,197795.8505814987
337,182339.7533833693
2765,135432.16930124015
1746,248035.39285614414
368,331408.96907389385
2806,212544.34970777403
1662,169242.0224179201
1234,221061.0167425772
1373,133767.9205940279
1672,106925.88540908055
1939,116992.05512895113
